CustomerID,RiskTolerance,PreferredInvestment,PortfolioDiversification
86cc32ce-4b86-48ec-80f2-b6c5b0f3f7d8,Low,Mutual Funds,0.73
619b72e2-7d4e-440d-91ab-9df409bf53a8,Low,Bonds,0.13
e438b6f9-1e37-4bab-a9a9-04261d7109cf,High,Bonds,0.42
93291292-c146-46f7-96f1-c4c17859f14e,Low,Bonds,0.64
de456144-5531-4e26-afef-ef79771c65f6,High,Mutual Funds,0.17
73191d63-e557-46ef-8d5c-4b09c3d482c4,Low,Real Estate,0.86
fd642464-f881-4c61-9391-e9d1ef1c1895,Medium,ETFs,0.15
b34db589-310c-4c6f-a472-c67ead6cecab,Medium,Mutual Funds,0.61
fbc9623f-3f14-4b0d-9ba2-e9effcc0eaa5,High,Real Estate,0.48
e82fc301-e71d-4c6d-b0b0-fe31b8111aa7,Low,Stocks,0.8
6a70c8fe-7d30-433c-896e-334cb909140e,High,Stocks,0.43
ca42034a-1640-449a-ac8c-dc22ac6c420c,Low,Mutual Funds,0.63
108fadb3-452a-456d-877f-6df7863aa2a9,Low,ETFs,0.98
3799da08-7ea2-477e-81cc-8477756b9a2d,High,Mutual Funds,0.72
92b8f88f-4b97-4b72-9479-f56193e37d08,Medium,Real Estate,0.15
2f4bcaee-91e8-46dd-8829-f9ae25e5ac69,High,Mutual Funds,0.22
7c8a2fff-b9ac-4654-9e83-7562076d636c,Medium,Stocks,0.43
409a7ee5-d049-4fc2-848e-7f877db1bf6b,Low,Bonds,0.46
7c72083d-41b1-407c-9d30-11ea9f9ab36e,Low,Stocks,0.48
1a68717b-f9e8-4846-a02b-41344503fe97,Low,ETFs,0.18
fc339944-7f1c-44ed-8ab8-197e7fe73ab1,High,Bonds,0.35
51a576c3-384e-442c-9b16-2a5677cc4a22,Medium,ETFs,0.21
c866d882-5eaa-492b-aba4-1e294ec8c39c,Low,Mutual Funds,0.97
3ffb0711-75ba-47f0-974a-420859018f44,Medium,Mutual Funds,0.74
e6634fcb-16c6-4fcf-a0d0-6234277918e0,High,Mutual Funds,1.0
ec77a0a3-6fdd-4963-b908-635761051416,Medium,Mutual Funds,0.6
749b721f-1314-46b2-8178-a035fcc2c1b5,Medium,ETFs,0.99
1932a53b-d038-419e-9dc5-03180cfeeaee,Medium,Bonds,0.61
bbae57fa-090a-4975-87e7-61b44f48c61f,High,Mutual Funds,0.21
58a7d8ff-7533-43ee-8752-91d1ca4b8210,Low,Mutual Funds,0.82
29cb7319-811a-44f4-b6c9-91b672f864c5,Low,Stocks,0.35
54ef67db-f859-44dc-ac6f-f06dc74a3f4f,High,Stocks,0.91
09fea437-a85a-44b1-a7bc-03cfb5fd11d8,High,Mutual Funds,0.58
7819b2af-87e5-4168-887c-254f1408f1c9,High,Mutual Funds,0.75
b7900af8-37b6-4127-ac06-49e4a0855803,High,Bonds,0.61
f2ce0415-5f3c-464e-8785-b5e26277afe5,Medium,Bonds,0.99
f635f064-fcdc-47b8-91ca-3dffda4763bb,High,Stocks,0.16
9778efbe-0262-4e0f-8f70-1d85fd4e24e7,High,Stocks,0.62
0694959d-2988-411f-9d70-7a0531a20f19,Medium,ETFs,0.37
8c02475c-36a2-4754-a03a-5f9cb341cd97,High,Mutual Funds,0.12
e2866131-d681-422e-8e57-3eb47dfbe9df,Low,Real Estate,0.83
63c43aa2-5919-4017-9828-a5b819168e45,High,Stocks,0.45
c1027754-4f94-4cca-9ac5-5a4308f282e3,High,Bonds,0.39
73671ece-caf1-4bc0-956b-ba1989df90c3,Medium,Bonds,0.16
6afe2237-284a-48f1-9fa0-65f62bf4e1e4,Medium,Mutual Funds,0.38
2b807519-f3e2-4d4f-9e80-50722ce38dcb,Low,Bonds,0.73
f998a09a-aebc-42c2-9338-66f89f474d82,Medium,Stocks,0.92
79ed576a-d039-4979-97e2-de2f1593eba7,High,Bonds,0.87
206114cd-f401-4607-9612-8fd1a4d5d4a2,High,Mutual Funds,0.81
d47c235e-7067-47c3-b9a1-1de2a17b7035,Medium,ETFs,0.86
a2ba33e9-2ea4-4879-9a59-96547d56627e,Medium,Bonds,0.99
c07528a1-7de6-4106-92e6-80b8369b8dcf,Low,Stocks,0.15
622b6bda-4d52-4f4e-8b4e-5e43d0fddf84,Medium,Mutual Funds,0.92
ae2b530f-b549-4a65-87a0-dbf233a9dc31,Medium,Bonds,0.32
9805a4dc-fa96-491c-9e63-521a2658001d,High,ETFs,0.63
518e6146-d5e9-43b5-a6ad-050f552e43f9,Low,Real Estate,0.63
a818d378-d931-47de-ac96-1277a6cfc76f,Low,ETFs,0.88
bcec56ca-c9b3-446b-be01-f746fca43364,High,Bonds,0.97
2c3abd41-07fb-4b18-a194-9b4feb9a2fa9,High,ETFs,0.78
a2b8db68-1b35-4c93-ab90-fbac7201eb0d,Low,ETFs,0.55
8fc05df5-b80d-4817-9ce4-a17cd50ae0e4,Medium,Stocks,0.74
a72bde96-fa1b-42bb-a615-057311259e3b,Medium,Mutual Funds,0.65
cdc6aa88-3da9-405e-847e-53135d531d4e,Low,Mutual Funds,0.15
c174b945-1ee4-446f-895b-1e2acd695583,High,Stocks,0.44
f11b4f97-008f-47bf-ab8f-09de7913834c,Low,Mutual Funds,0.32
c4ecf979-3628-49d6-a77b-2536297d8ed0,Low,ETFs,0.79
7ae61d9e-3a7e-46b8-a978-5b867c66052a,Medium,Bonds,0.65
e5ee0201-23f7-438e-b674-59268dc027bd,Medium,Stocks,0.82
332a1169-8388-4992-8eb4-b382bfcf346e,High,Real Estate,0.77
744406fa-b47a-4af3-a487-f29c2bbce9e0,Low,Mutual Funds,0.54
6ddcb6b3-a909-4175-96a5-9aee5e3f6d19,Low,ETFs,0.42
e544ae65-8915-4b76-936f-692fc6c71176,Medium,Mutual Funds,0.96
947190ab-655b-42fc-9696-d84d22f83e30,Low,Bonds,0.46
cef1e506-2f3f-4dad-8814-18f7ba818f3b,Medium,Stocks,0.59
f60bf02b-dc1a-44ef-87f2-6a61aa3d0dca,Low,Bonds,0.43
c5cd28a2-69dc-4e96-badc-694c612d56a5,Low,Mutual Funds,0.46
252e7fb2-7c17-4d08-9b11-5bb1b304fdb4,Medium,ETFs,0.74
10cd5db6-0ab5-4f80-b5b6-affbdac81062,Medium,Mutual Funds,0.62
219a7a10-257a-444e-bd1f-40169437334f,Medium,Bonds,0.26
00265631-e0d2-4711-b041-bc759565b628,Low,Real Estate,0.81
b3d31bc9-4cc7-43e9-ba70-2c4290c323d7,High,Bonds,0.18
d2a613ef-17ec-45cc-bdc5-f64a834678e1,Medium,Real Estate,0.82
2c116ee3-7809-4d15-b31e-d3c9172b9426,Low,Mutual Funds,0.14
55674935-7678-4a3a-a219-17181eaa7a90,Medium,Stocks,0.63
254ca463-7f30-4d08-9215-24ce65d5edde,High,ETFs,0.67
ae6034d1-cd18-47a7-b21d-65d2aedb147e,Low,ETFs,0.94
7b3b44a1-0467-4129-99fb-12803287938c,High,Bonds,0.8
be7e77c7-02ee-414a-ba0a-cd04603c2f80,High,Real Estate,0.8
b5a3daaa-9c79-4cad-8a58-1d1d55d27378,Medium,ETFs,0.41
d1702193-8d41-4961-8027-401de7b8afed,High,Mutual Funds,0.52
466e3b44-8d5e-4847-b3c6-d1168b83cfa1,Low,ETFs,0.56
89a6bd32-98b5-4524-96fd-0d2b3cea539a,Medium,ETFs,0.89
789997e5-eb7a-465b-bf35-be922e4caa17,Low,ETFs,0.1
cb17a7ac-b484-4583-b380-dc8adb318328,Medium,Real Estate,0.95
92437dfc-2911-45de-b873-1e484ad327f9,High,Stocks,0.21
6538f8ca-1bf8-440a-b570-692ebd65df1d,Medium,ETFs,0.22
e2b0643d-d19f-49a6-aa3d-c1a49abfe86a,Medium,Bonds,0.95
e5037d5a-e2f7-48bc-845a-b67bd9989128,High,ETFs,0.16
98e3d762-e748-4896-aad9-08ef1bf35ad3,High,Stocks,0.99
5b9e2414-77eb-4557-b987-a07cebaab37e,Low,Stocks,0.48
343122ba-c027-41d0-9b2a-4fd11674b8f4,Low,Stocks,0.58
a7a0528b-fc13-47de-82e0-60c0df824ed2,Medium,Mutual Funds,0.91
78d68e31-37e9-4d3a-91c0-9cbc67653308,Low,Real Estate,0.85
3f374f16-d351-4910-9aab-61da9e688d43,High,Real Estate,0.42
00571c6a-f3b1-4ea6-84d4-240c2f4d7561,Low,Bonds,0.22
467cb14f-565d-4ee2-8988-1c3f03460ac0,Medium,ETFs,0.84
c528d8c4-d7ab-4456-80a5-815fe76502e6,High,Bonds,0.61
722a5ff4-e076-493e-ab7b-c6c4cecbd003,Low,ETFs,0.93
7dde988b-efea-4080-a439-1ad8ee956e19,Low,ETFs,0.55
5328cce6-0c0b-4432-9ed9-9f73d17b3a7d,Low,ETFs,0.91
19f5fee7-2c1c-4bd0-98ef-e92d20c26b02,High,Stocks,0.8
01ad2d81-501d-44ca-b84c-54a149cc8dbc,Medium,Real Estate,0.52
846b6854-b5e8-4888-912f-218e41a5af26,High,Stocks,0.19
47915035-7e45-4818-9d7c-21f951e87e8e,Medium,Mutual Funds,0.46
3333bacb-8de4-4786-b1df-26976ddad934,Low,Mutual Funds,0.24
c5da3c96-5ec3-4f2a-b76c-06b4d38f18f7,Low,ETFs,0.66
ef029a14-2491-4bdb-aff0-1961549c78d5,Medium,ETFs,0.94
b9dc89a9-2b50-4ba9-99a0-a568f78ad629,Low,Real Estate,0.12
783ac3f9-1b60-4084-8c95-417abffe4255,High,Real Estate,0.79
10aa1447-ebb7-4a31-8c2e-d20f84bc44ec,High,Bonds,0.73
ab2a9262-eb94-4c3a-89f2-66e6d635e201,Medium,Stocks,0.2
5738f298-f9b5-4440-b423-17a7da1522a0,Medium,Stocks,0.56
662a21be-d7d9-4fea-9ac8-9a683aa870d0,High,ETFs,0.64
5042c595-acf2-4f4d-ac63-0cbcc652a7cd,Medium,Bonds,0.99
1b0284b0-26c8-4709-8801-558840daed36,Medium,Bonds,1.0
baad1acd-782a-4524-9637-1c8ab0081eb8,High,Stocks,0.65
c3f09d9a-5c81-46ab-ab72-70dcc1555923,High,ETFs,0.63
68787d4d-310b-4c90-940f-b4fb39d238bd,Medium,Stocks,0.89
444fe8de-428d-4e0e-ae9a-071f6c5f606b,High,ETFs,0.49
f49ac090-b64a-4f1b-b485-2cbc931a3b11,Low,Bonds,0.25
380d9a89-4557-4299-9275-25d3439145be,Low,Stocks,0.52
1414ce2a-bff3-49b0-8f34-0e89b811e8d3,Low,Stocks,0.79
6822e7cc-35a0-40b2-ae6a-565552ba7312,High,Bonds,0.63
b1dd803c-5490-4b09-afd0-148621f429f3,Low,Stocks,0.67
6210483d-8a1a-4a69-8666-105972d01b77,Medium,Bonds,0.19
0d2d8b42-1b1c-42f9-9e58-9604bfd84ae3,Medium,Real Estate,0.15
dc60d077-daff-489c-8143-b331cf768fd3,Medium,Bonds,0.58
79c0023c-1c7d-402b-b07c-572cdb076b73,Medium,Stocks,0.64
6ee5e836-a51f-44cd-9f07-839e56737082,Medium,Stocks,0.33
d3c9c5ce-b48d-4898-aed7-621db74bbd69,High,ETFs,0.8
2fa7c980-1b13-42f9-ad01-9d917e570091,Low,Mutual Funds,0.42
9f2b2daa-b4cf-426c-9730-d0f76514f7e8,Medium,ETFs,0.34
e3fdb844-f581-471e-915c-bf892e931d1f,Medium,Stocks,0.59
0680ecd2-03d3-444a-aab1-7219b23fff6d,Low,Stocks,0.35
fd5a9c10-9a03-4064-9088-7326812f7f0d,High,ETFs,0.11
dbf39c65-d4b9-4313-8675-c1aa99c09f0f,Medium,Bonds,0.32
e8efb945-392c-4894-8ee1-1b6203d1b88d,High,Real Estate,0.87
ae217206-594b-4eb1-a699-1112cda1d9c7,Low,ETFs,0.97
c8641ed2-3c34-4814-9e24-19d647109890,Medium,Mutual Funds,0.83
9b7c6bc4-4b10-4e42-9a99-7ac0385eff53,High,ETFs,0.3
406d440f-4fe6-409c-bde1-0ad1bfcd6c3e,Medium,Real Estate,0.32
38ec2090-db53-4c31-9291-7194f0dacdf9,High,Stocks,0.67
e3173d80-c633-455d-ac85-4b50f12d473e,High,Mutual Funds,0.37
5f6b4118-00fa-44ca-a410-f8325d3bc730,Medium,Real Estate,0.99
093b4259-528c-4436-813e-ede46a1288de,High,ETFs,0.22
44f7d3f0-24a7-46e3-baf9-37d91dfff8d4,High,Real Estate,0.97
5d75978d-4cec-43ac-834c-fd45102adfc7,Medium,Bonds,0.84
4e58dce8-4942-45d4-aabd-9c947b452703,Medium,Mutual Funds,0.37
36d1c0ba-fa7a-4cd6-b5b1-b4238c091c08,Medium,Real Estate,0.46
52420256-2402-490e-8e71-833d5653cfd0,Medium,Stocks,0.64
0c553eca-f3ba-4312-b8b9-ea6af3f7a270,High,Real Estate,0.14
457408ce-32af-4b33-ae76-130aca59bc60,High,Stocks,0.96
32911d39-f53e-4dce-8bdb-b357531b3374,Medium,ETFs,0.64
7800181a-b54c-4dba-8cd6-921711a07d5e,High,Stocks,0.67
c73043ca-3f9a-45c2-82ee-c75b3551cffc,Medium,ETFs,0.98
e3d5ab62-e7ca-4efe-b006-2064ad24a62c,High,Stocks,0.24
58036bb0-6a9c-427b-96c9-50015b310846,High,Bonds,0.9
d5156273-9f81-48a6-856e-fffff4d51ee5,High,ETFs,0.38
9c9ec215-7a03-4a6b-b2f0-545155a47b65,Low,ETFs,0.51
0bf62050-4ee2-4ce8-a724-7f20aede5db2,Low,Mutual Funds,0.98
cab19c7c-bb75-4133-95f5-b915c179cc8c,High,Mutual Funds,0.11
dafd081d-a24b-440d-b14d-e13c341ee4d3,Medium,Bonds,0.38
abd56c06-f68c-42b1-956b-068104fa5cef,Medium,Real Estate,0.16
fa02cfdf-e32e-450d-b26f-7b9ac1e9a556,Medium,Bonds,0.67
9d7cc090-96fe-475b-8db0-bccfd9851bf4,High,Bonds,0.78
749a3ca1-eada-4530-ba71-48af360ac01e,High,Real Estate,0.25
23724081-a93f-4b42-ba85-b66173606e85,High,Real Estate,0.97
99342bb1-6ae6-4619-8177-fbe611e564a4,Low,ETFs,0.74
a5aa49c0-92f5-476b-b21e-b2181fc09e9e,High,ETFs,0.66
223d4c84-846b-4326-801b-f3243e222e87,Medium,ETFs,0.56
88be3c05-7698-4cd4-bbcb-655a80941c01,High,Mutual Funds,0.81
c39bfe86-944c-4d57-ab18-69b22925fbee,Medium,Stocks,0.39
347fed5f-682a-4937-bc44-015f4a1aa4ec,High,Mutual Funds,0.85
a79ff0ac-8c58-4690-a5b5-9ed3be4de507,High,ETFs,0.51
15b4c158-a1f1-46d2-adc9-35e563a15c76,High,Bonds,0.71
a7a0c6be-123d-4b41-be7a-0739c7aeb29e,High,ETFs,0.63
d2dd3504-470c-4f45-8544-6569b8a9ce12,Medium,Bonds,0.23
ff9af774-00f6-4e2e-a5cf-771099cfddb8,Medium,Real Estate,0.56
39385c0e-8eed-49a0-9a11-f917326044ad,Low,Mutual Funds,0.71
90e0fa65-a854-4a7e-b539-a609138912e4,Low,Real Estate,0.25
2175d487-ef52-4ec7-b8e6-10ce9b287888,High,ETFs,0.55
a2a5331d-f6bd-4caf-b3ca-c2f934a982e4,High,Mutual Funds,0.57
83920624-d5bd-4922-bf8a-edcbe564399d,Medium,Stocks,0.57
019500c6-6126-4083-9c89-b0f4947bd908,Low,Bonds,0.42
5279a9b7-e42e-495c-a8b3-3408738e9bd9,Medium,Mutual Funds,0.19
9e847ee4-c019-4447-97f3-50e8e8da4c62,High,Stocks,0.24
1518294c-e728-4895-9e06-119213c26199,High,Real Estate,0.85
49c72906-3f3a-4120-9b47-3b266a1cf93d,Medium,ETFs,0.98
4ea31e94-6a94-4625-9a4a-457aa253a4ab,Low,Mutual Funds,0.88
fa3860a4-66a1-4096-b751-347dcb61f00d,High,Real Estate,0.88
38bd6091-9fca-47f6-a550-56801238a395,Medium,ETFs,0.92
0d7873bc-5fd5-4767-a00a-b99c9622412a,High,ETFs,0.24
979c0bd6-c0f0-4fcd-8298-a5ca267851cf,Medium,Bonds,0.21
3a140f36-59f5-4ad4-aa37-9aeb486b2d54,Medium,Real Estate,0.79
4698affa-6adf-4387-bb42-3ffbbcef4d45,Medium,Real Estate,0.58
90c2524e-1089-4da4-afe2-ae7c87e10259,High,Bonds,0.13
7b1c345e-db66-4fed-99e1-77a64ff14ad4,Medium,Bonds,0.81
7c62ab46-c4bb-40f4-83ed-2ba70291f1e2,Medium,Stocks,0.27
c6d85a58-b9c7-4a8e-9d2e-78eb3ccbb25c,Medium,Bonds,0.32
f5f6623a-fd09-4615-89eb-695de73dd0d2,Low,Bonds,0.3
0c9d5967-3539-4bc6-8b7a-02c72d53bde0,Low,Bonds,0.73
9ce41e1d-c7dc-4e32-9947-8ed12b711bb6,Medium,Stocks,0.86
78fb5851-82ad-4086-a75b-64939dbfd2bd,High,ETFs,0.71
8c4fe605-9931-4d70-9c02-385e92eb6f26,Low,Bonds,0.75
a918ecf4-ee8b-469b-af97-6e69498e1cc5,High,Real Estate,0.76
2f82c600-21c8-45c2-b7a2-06792d0fc65f,Medium,Mutual Funds,0.59
96c6147f-406b-438f-b4b8-f182c0a7c68c,Low,Stocks,0.39
2574b414-495a-4676-98fd-c54a63d2aac0,High,Bonds,0.85
46da19dd-33d2-4e41-9ee9-a91c87a4a1c2,Medium,Stocks,0.39
875d3c01-304d-4f01-8398-a55a3976c9da,Medium,Mutual Funds,0.83
5610e208-bc5b-4794-87fc-7375ef9b9e04,High,ETFs,0.78
c5801802-bc1b-419e-9b4a-c694bab0fc2c,Medium,Stocks,0.98
dfef3210-c9c0-4084-ab11-ef60d573134d,High,Bonds,0.59
6d9cd5a4-294e-4767-b772-c42ebe553329,High,Mutual Funds,0.62
a0da6adb-5eec-4087-b1af-b5c1222ff4d2,Medium,ETFs,0.8
3575435d-85aa-4cc4-8d05-b5dd2aea70be,Medium,Mutual Funds,0.76
d9785d4f-efdd-4e6b-b104-be5cbdafd10c,Medium,ETFs,0.85
4aa955ef-9597-444e-bd84-8c374ff48d7f,Low,Bonds,0.94
04491ae3-2530-4aa8-8edd-6220bf812120,High,Mutual Funds,0.84
c8885200-50fb-4d8b-9b8d-81e7800895d9,High,Bonds,0.23
ac2e42cb-c894-47e5-ab7c-d160517e7529,Low,Real Estate,0.17
4a15b928-2a73-4901-9b6d-fd4149c95fc3,High,Mutual Funds,0.83
4a093e8d-c58d-4723-9f53-8c94f8582c60,High,Stocks,0.46
53f2e611-1be4-4f2a-a6d8-cfa7650fa63c,High,Stocks,0.21
349e552c-22b5-4fc3-ac24-b540fc174858,Medium,Stocks,0.87
6f9f998c-213a-4f27-9aa8-ffcceec4be75,Low,Real Estate,0.29
c85e465e-f7f9-4c80-8f30-5810cb07b3c1,Low,Real Estate,0.76
798e82f8-c2e1-4381-9755-3003078a26d7,Low,Stocks,0.3
305266dc-2ecd-4258-ab96-58c539ec822f,Low,ETFs,0.78
ca691f3f-6d4d-4314-810e-62d2027a0ab2,Medium,Bonds,0.6
9020b371-e40b-4ae3-959d-82814b9e0e84,Low,Real Estate,0.47
cc069209-c8cc-411a-9453-45ef7f8ab4ab,Low,Real Estate,0.74
72155a63-6cb6-4d48-a897-ec6fd9a4672c,Low,Real Estate,0.61
b3dd5269-b2e2-45b7-9dac-059ef1e48c2b,Medium,Real Estate,0.65
725450bd-081c-4944-beb1-87cecbced721,Medium,Stocks,0.98
0ea218ef-651f-4f2c-bf31-eb60d84d41bc,Low,ETFs,0.53
603b1f69-dcf9-4ff3-8235-d4e00c284677,High,Real Estate,0.88
15ba5b93-8e79-4a64-a478-94b00c097896,Low,Real Estate,0.4
b97c1f0c-f83a-444b-8b6c-f5f37650e6f5,Medium,Real Estate,0.84
4ff91b90-71dd-4ae2-8917-a216eb7b5649,Medium,Real Estate,0.72
ad9ec039-8423-46bc-8124-0b983fb8a228,Low,ETFs,0.79
ba6aeaa5-73a7-4233-a471-794eacac31ed,Medium,Stocks,0.86
8879db07-2ca9-4699-8014-60d51f5a31e1,High,Stocks,0.11
a7010dcc-ad3a-4792-b8c6-3763feabbc60,Medium,Stocks,0.5
55614888-ef4d-47d9-8594-7cfbba8bce85,High,Bonds,0.34
ac52db38-1a1f-462f-a66b-38ab4d330cc6,Medium,Mutual Funds,0.11
4f982816-af19-4c76-86d8-828dc4ba59ba,Low,ETFs,0.4
6800f32f-671a-4278-8096-91a5b6b82596,High,Real Estate,0.93
c0b54476-9476-4644-9be6-53352291b768,High,Mutual Funds,0.33
de83343c-de8d-4dfc-ab17-8b74d6f2b2c0,High,Mutual Funds,0.11
e66107c1-37b5-4c10-b698-704819bbcb07,Medium,Mutual Funds,0.15
f8ec7128-e8ff-4835-8dc4-80630b4ba43d,Medium,Stocks,0.75
298d9977-d6e6-4f4b-9278-f3b7051e5e21,High,Bonds,0.5
0d900cd3-8474-407a-b9a1-3feff8102820,Medium,Mutual Funds,0.82
2bd5c68c-149f-4023-bb3f-77462aee4ce6,Medium,ETFs,0.91
c6e34c8f-00c4-404c-9a76-38b5d4c76a9b,Low,Mutual Funds,0.38
18c3cea9-c5fc-4329-af48-258defb3d14f,Medium,Bonds,0.78
1d77cc16-e4be-43f9-89ba-88e5cc1a8ffc,Medium,ETFs,0.34
f78b47d5-1268-4ef2-bee7-9655a4bf90ff,Low,Real Estate,0.41
69c30640-af1c-4faa-ad3d-c226d080f56e,Medium,Bonds,0.53
0bc36963-3240-4dff-b181-7f36caed67e6,High,Mutual Funds,0.97
27d98a23-39b9-4495-b3ff-6188a798bfdc,High,Real Estate,0.42
8ab5541e-3a35-4bb0-b660-3571a7a6c938,Low,Mutual Funds,0.94
5921cdc2-73f1-4396-8526-41253a38085d,Medium,Bonds,0.17
9a7c40b3-af08-4f0b-8653-077499cb0035,High,Mutual Funds,0.22
352965a2-dfe9-45f9-80cd-a4f7890e0ce2,High,Mutual Funds,0.7
7b7ee5cd-d393-4eb6-9beb-64ef16e9d8c9,Low,Mutual Funds,0.86
43098e40-fe70-4ae2-baee-7ab532b2a4ec,Low,Stocks,0.21
499541a0-01ce-44d6-8dbc-df04e2c7e967,Medium,Stocks,0.83
4fe90064-36de-4f47-8b7c-486e5c758857,High,Real Estate,0.35
1ae13dfb-89f1-4809-aeb7-a2a7122e651d,High,Mutual Funds,0.97
59b728cc-5baa-4e90-8085-d4251cde7c04,High,Mutual Funds,0.57
d6c54871-0379-40c1-9f59-78c56f4eadd5,Medium,ETFs,0.44
91ccbcc2-789e-4608-a2db-520ad861140a,High,Bonds,0.18
3b324a04-368e-4488-adc2-2794d5ba20bd,Medium,ETFs,0.57
50f395d7-fb25-4374-a1a3-89a7ccb0d8ad,Medium,Stocks,0.61
cf826cf9-83a1-4d91-a9c5-2baed5846ca6,Low,Mutual Funds,0.8
862e7b00-7500-443c-be9e-59cc55f2703c,Low,Bonds,0.29
e8fd9a69-f889-4a0a-9338-2f4da87d0a5b,Low,Real Estate,0.57
acb29041-c552-4615-b614-f0683e27945b,Medium,Bonds,0.68
7769bdf2-fdcc-49de-8e37-6fb05ddca45f,Medium,Bonds,0.14
5caa2b91-247d-4d03-a72f-ec84be2f2348,Low,Bonds,0.88
2e8cef13-02a5-4fb1-8cb5-0555486ee345,Low,Bonds,0.2
34c17f64-609c-4cad-88ab-eb43abe835ea,Low,Real Estate,0.6
555168d6-70e1-484f-b453-e32c96807f5f,High,Stocks,0.99
b59ca27c-02c1-460b-b16e-844beb34d38c,High,Mutual Funds,0.11
e782585b-fd7d-416c-866a-49f17b7d96c6,High,Real Estate,0.45
fa26512b-108a-4f1f-bbb7-489432e99501,Low,Stocks,0.48
