CustomerID,Age,Gender,MaritalStatus,AnnualIncome,RiskTolerance,PreferredInvestment,PortfolioDiversification,RetirementAge,SavingsGoal,InvestmentStrategy,MonthlySavings,SavingFrequency,SavingInstruments,TransactionID,TransactionDate,TransactionAmount,TransactionType
403,59,Male,Single,103038,Medium,Mutual Funds,High,68,1322369,Aggressive,4098,Annually,Bank Deposit,403,2024-02-07,9418.79,Credit
404,25,Male,Single,50512,High,Mutual Funds,Low,68,1560179,Balanced,4828,Annually,Bank Deposit,404,2024-02-08,7332.22,Debit
405,28,Male,Single,118213,High,Real Estate,High,67,1939633,Balanced,575,Monthly,Stocks,405,2024-02-09,4890.71,Debit
406,40,Male,Single,147794,Medium,Bonds,Medium,67,1452433,Conservative,2264,Monthly,Bank Deposit,406,2024-02-10,4387.75,Debit
407,67,Male,Married,119938,Medium,Real Estate,High,59,265561,Conservative,4227,Quarterly,Bonds,407,2024-02-11,1491.57,Credit
408,41,Male,Divorced,113085,Medium,Real Estate,Medium,58,610059,Aggressive,2627,Annually,Stocks,408,2024-02-12,142.98,Debit
409,27,Male,Married,72062,Low,Stocks,Medium,59,1087011,Aggressive,4922,Monthly,Bonds,409,2024-02-13,6702.62,Debit
410,21,Male,Divorced,39240,Low,Mutual Funds,Medium,55,1767653,Conservative,920,Annually,Bank Deposit,410,2024-02-14,726.15,Credit
411,29,Female,Divorced,60524,Low,Stocks,Medium,65,1043914,Aggressive,2209,Quarterly,Real Estate,411,2024-02-15,58.85,Debit
412,61,Male,Married,63469,Medium,Real Estate,Medium,60,1012544,Conservative,1270,Monthly,Real Estate,412,2024-02-16,7534.57,Debit
413,66,Female,Married,36864,Low,Stocks,Medium,63,402546,Aggressive,1893,Monthly,Stocks,413,2024-02-17,5224.55,Credit
414,67,Male,Married,81915,High,Stocks,High,66,1394489,Balanced,1167,Monthly,Stocks,414,2024-02-18,800.17,Debit
415,35,Female,Married,83831,High,Stocks,High,56,616069,Balanced,2354,Monthly,Bonds,415,2024-02-19,4849.03,Debit
416,50,Female,Married,78256,Low,Bonds,High,60,1334871,Aggressive,4486,Quarterly,Stocks,416,2024-02-20,5874.38,Debit
417,24,Male,Divorced,77816,High,Mutual Funds,Medium,57,850594,Conservative,4017,Quarterly,Bank Deposit,417,2024-02-21,3055.85,Credit
418,58,Female,Married,108987,Medium,Stocks,High,59,1221645,Conservative,3510,Quarterly,Stocks,418,2024-02-22,1636.25,Debit
419,43,Male,Divorced,31712,Medium,Real Estate,High,68,1010133,Balanced,4157,Annually,Real Estate,419,2024-02-23,3042.6,Credit
420,64,Male,Married,136129,Medium,Real Estate,High,58,1506200,Balanced,4741,Quarterly,Bonds,420,2024-02-24,471.55,Credit
421,41,Female,Single,110733,Low,Real Estate,Medium,65,958768,Aggressive,4213,Monthly,Real Estate,421,2024-02-25,9983.99,Debit
422,50,Male,Married,116513,Low,Real Estate,High,55,644566,Conservative,3976,Annually,Bonds,422,2024-02-26,526.12,Credit
423,57,Female,Single,94844,Low,Bonds,Low,66,1128668,Balanced,1351,Quarterly,Bank Deposit,423,2024-02-27,6951.48,Debit
424,52,Female,Married,42527,Low,Mutual Funds,High,64,834952,Conservative,2228,Monthly,Bonds,424,2024-02-28,6030.73,Debit
425,19,Female,Married,38718,High,Bonds,High,57,646934,Aggressive,2222,Quarterly,Real Estate,425,2024-02-29,5737.08,Debit
426,63,Female,Married,30876,Low,Mutual Funds,Medium,58,795798,Balanced,1031,Annually,Real Estate,426,2024-03-01,9098.67,Credit
427,49,Female,Divorced,109130,Medium,Real Estate,Low,61,1692106,Balanced,2444,Annually,Stocks,427,2024-03-02,2027.53,Debit
428,34,Female,Divorced,30907,Medium,Mutual Funds,Medium,65,904609,Conservative,3878,Monthly,Real Estate,428,2024-03-03,8767.05,Credit
429,54,Male,Married,103676,Low,Real Estate,High,69,417975,Aggressive,3103,Annually,Bonds,429,2024-03-04,8167.09,Debit
430,45,Male,Single,132950,High,Stocks,Medium,65,1251351,Conservative,1568,Annually,Stocks,430,2024-03-05,4388.45,Debit
431,43,Male,Married,40701,High,Bonds,Medium,69,648063,Aggressive,878,Annually,Bank Deposit,431,2024-03-06,553.62,Debit
432,48,Female,Divorced,135450,Medium,Real Estate,Medium,66,262048,Aggressive,4530,Quarterly,Bank Deposit,432,2024-03-07,397.89,Credit
433,21,Female,Divorced,106348,Low,Stocks,High,63,1632516,Aggressive,3871,Quarterly,Real Estate,433,2024-03-08,9547.47,Credit
434,44,Male,Single,102688,Low,Mutual Funds,Medium,68,1467374,Aggressive,1766,Quarterly,Real Estate,434,2024-03-09,6845.16,Credit
435,24,Male,Divorced,133287,Medium,Mutual Funds,High,62,514113,Balanced,1661,Annually,Bonds,435,2024-03-10,5628.49,Debit
436,46,Female,Married,106644,Low,Mutual Funds,Medium,57,789509,Aggressive,3221,Monthly,Stocks,436,2024-03-11,2349.49,Credit
437,38,Male,Divorced,132792,Low,Bonds,Medium,60,709435,Aggressive,1531,Quarterly,Bonds,437,2024-03-12,8975.46,Debit
438,31,Male,Divorced,128395,Medium,Mutual Funds,Low,67,884995,Aggressive,3181,Monthly,Real Estate,438,2024-03-13,394.24,Credit
439,32,Female,Married,79185,High,Bonds,Low,56,1073663,Balanced,719,Quarterly,Real Estate,439,2024-03-14,1981.61,Credit
440,22,Male,Divorced,81009,Low,Real Estate,Low,56,1420125,Balanced,2036,Quarterly,Real Estate,440,2024-03-15,7635.86,Credit
441,66,Female,Single,48318,High,Stocks,Low,58,732863,Aggressive,1191,Monthly,Stocks,441,2024-03-16,1153.78,Debit
442,51,Female,Single,107265,Medium,Mutual Funds,Low,61,1354640,Conservative,2795,Annually,Bank Deposit,442,2024-03-17,2668.75,Debit
443,19,Female,Married,89591,Low,Bonds,Medium,61,445075,Balanced,3044,Annually,Bonds,443,2024-03-18,3817.18,Credit
444,47,Male,Married,95034,Medium,Stocks,Medium,64,1163514,Aggressive,2901,Quarterly,Real Estate,444,2024-03-19,5466.17,Debit
445,57,Male,Divorced,115985,Medium,Stocks,High,55,1802847,Aggressive,715,Quarterly,Real Estate,445,2024-03-20,120.77,Debit
446,69,Female,Divorced,149270,Low,Stocks,Medium,68,496987,Balanced,3988,Annually,Stocks,446,2024-03-21,2143.08,Credit
447,67,Male,Single,30784,Low,Stocks,High,67,237754,Conservative,2976,Quarterly,Bank Deposit,447,2024-03-22,7317.82,Debit
448,26,Male,Married,81662,Low,Real Estate,Low,69,468081,Balanced,942,Monthly,Bonds,448,2024-03-23,4346.44,Credit
449,23,Female,Married,111182,High,Real Estate,Medium,65,233631,Aggressive,4589,Annually,Bonds,449,2024-03-24,1754.99,Debit
450,20,Male,Single,47790,Low,Bonds,Medium,62,1426227,Balanced,4347,Annually,Bonds,450,2024-03-25,2499.67,Credit
451,31,Male,Divorced,74868,Medium,Bonds,Medium,68,1754741,Conservative,2260,Quarterly,Real Estate,451,2024-03-26,6617.95,Debit
452,30,Male,Divorced,46579,Medium,Bonds,High,62,561227,Balanced,2394,Quarterly,Bonds,452,2024-03-27,6487.47,Credit
453,23,Female,Married,85829,High,Stocks,Low,68,1002249,Conservative,1056,Quarterly,Bonds,453,2024-03-28,1968.96,Credit
454,40,Male,Married,89834,Medium,Stocks,Low,61,553471,Conservative,2260,Quarterly,Bank Deposit,454,2024-03-29,3791.66,Credit
455,56,Female,Single,142703,Low,Real Estate,Medium,66,1502981,Aggressive,2036,Monthly,Real Estate,455,2024-03-30,3719.98,Debit
456,32,Male,Single,121654,Low,Real Estate,Low,64,281351,Conservative,2617,Annually,Bank Deposit,456,2024-03-31,2628.18,Debit
457,48,Male,Single,135095,Medium,Real Estate,Low,69,233511,Conservative,4284,Monthly,Stocks,457,2024-04-01,6892.4,Credit
458,44,Male,Married,68278,Low,Stocks,Medium,59,500934,Conservative,816,Monthly,Bank Deposit,458,2024-04-02,6144.4,Credit
459,47,Male,Divorced,66526,Low,Mutual Funds,Low,62,445705,Conservative,4623,Monthly,Real Estate,459,2024-04-03,5835.28,Debit
460,65,Male,Married,95107,Medium,Real Estate,High,67,334808,Conservative,4973,Quarterly,Stocks,460,2024-04-04,5238.46,Debit
461,24,Female,Divorced,66134,Medium,Real Estate,Medium,66,1360134,Aggressive,1184,Monthly,Real Estate,461,2024-04-05,5518.46,Debit
462,60,Male,Divorced,92835,Low,Stocks,Low,55,1536744,Conservative,3205,Monthly,Bonds,462,2024-04-06,3755.53,Debit
463,65,Male,Divorced,84076,High,Real Estate,Medium,59,134377,Conservative,4906,Annually,Stocks,463,2024-04-07,9968.55,Debit
464,19,Female,Divorced,71063,Low,Mutual Funds,Low,69,1770208,Conservative,1848,Annually,Bonds,464,2024-04-08,3362.21,Credit
465,25,Male,Divorced,54739,Low,Stocks,High,67,857338,Aggressive,1311,Quarterly,Real Estate,465,2024-04-09,6267.58,Credit
466,24,Female,Single,47462,High,Stocks,Medium,56,805496,Conservative,4217,Monthly,Bank Deposit,466,2024-04-10,6582.08,Debit
467,60,Female,Divorced,45365,High,Bonds,Medium,62,388979,Balanced,2426,Monthly,Real Estate,467,2024-04-11,927.71,Debit
468,63,Female,Married,42395,Low,Bonds,Low,60,531532,Balanced,2287,Quarterly,Stocks,468,2024-04-12,7839.19,Debit
469,33,Male,Single,51175,Medium,Mutual Funds,High,58,275959,Conservative,2045,Monthly,Stocks,469,2024-04-13,4171.86,Credit
470,39,Male,Single,143460,High,Real Estate,Medium,66,1941456,Balanced,3436,Annually,Bank Deposit,470,2024-04-14,4229.31,Credit
471,39,Female,Divorced,111187,Medium,Mutual Funds,Low,66,1618925,Aggressive,1767,Quarterly,Real Estate,471,2024-04-15,8508.25,Credit
472,47,Female,Married,85397,Low,Bonds,High,65,525308,Balanced,4323,Quarterly,Real Estate,472,2024-04-16,2704.69,Credit
473,38,Female,Married,72352,Medium,Stocks,Medium,68,948659,Conservative,2183,Annually,Stocks,473,2024-04-17,2394.51,Debit
474,41,Male,Single,47402,High,Real Estate,High,56,1381105,Conservative,816,Monthly,Bonds,474,2024-04-18,565.11,Credit
475,19,Female,Married,107180,Medium,Bonds,Low,60,840428,Conservative,2852,Quarterly,Bonds,475,2024-04-19,6074.51,Debit
476,23,Male,Single,136184,Low,Bonds,Low,55,1279567,Conservative,2639,Quarterly,Stocks,476,2024-04-20,6503.04,Credit
477,66,Female,Divorced,118367,Medium,Mutual Funds,High,68,1636808,Balanced,3059,Quarterly,Stocks,477,2024-04-21,1960.66,Debit
478,43,Male,Married,64799,Low,Bonds,Low,62,792783,Aggressive,2940,Monthly,Stocks,478,2024-04-22,3502.31,Debit
479,42,Female,Divorced,34974,High,Bonds,Medium,55,701408,Conservative,4272,Monthly,Bank Deposit,479,2024-04-23,3919.28,Debit
480,25,Male,Married,55620,Low,Mutual Funds,Medium,61,176802,Aggressive,4045,Annually,Bank Deposit,480,2024-04-24,8847.22,Credit
481,34,Female,Married,51160,High,Stocks,Low,55,1949657,Conservative,3428,Quarterly,Stocks,481,2024-04-25,8036.03,Credit
482,18,Female,Divorced,96898,High,Stocks,Medium,61,661247,Balanced,2429,Quarterly,Stocks,482,2024-04-26,4068.81,Debit
483,65,Female,Single,102815,Medium,Mutual Funds,Medium,61,393179,Aggressive,4719,Monthly,Real Estate,483,2024-04-27,3990.31,Credit
484,27,Female,Divorced,67753,Medium,Bonds,High,66,1124241,Balanced,4566,Annually,Real Estate,484,2024-04-28,7255.5,Credit
485,67,Female,Single,97459,High,Real Estate,Medium,59,529299,Aggressive,4611,Monthly,Bank Deposit,485,2024-04-29,6879.06,Debit
486,42,Male,Divorced,33475,High,Real Estate,High,56,1748525,Balanced,4362,Quarterly,Stocks,486,2024-04-30,811.63,Credit
487,30,Female,Married,67052,High,Mutual Funds,Medium,60,1090024,Conservative,1150,Annually,Stocks,487,2024-05-01,3053.14,Debit
488,47,Female,Single,122514,High,Mutual Funds,Low,62,1029283,Aggressive,749,Quarterly,Real Estate,488,2024-05-02,4077.93,Debit
489,44,Male,Married,124626,Low,Real Estate,Medium,66,1612969,Aggressive,2295,Monthly,Stocks,489,2024-05-03,4418.43,Debit
490,50,Male,Single,128452,Low,Mutual Funds,Medium,55,1786998,Aggressive,1180,Quarterly,Bonds,490,2024-05-04,2216.54,Credit
491,31,Female,Divorced,149684,High,Mutual Funds,High,61,709450,Conservative,2317,Monthly,Real Estate,491,2024-05-05,4470.83,Debit
492,48,Male,Divorced,35146,Medium,Real Estate,High,59,1366788,Balanced,3699,Monthly,Bonds,492,2024-05-06,1287.18,Debit
493,35,Female,Married,94509,Medium,Bonds,Low,59,791197,Conservative,2396,Monthly,Bonds,493,2024-05-07,7804.69,Credit
494,30,Female,Married,103893,Medium,Mutual Funds,High,63,416392,Aggressive,3497,Annually,Real Estate,494,2024-05-08,5418.81,Debit
495,53,Male,Divorced,57203,High,Real Estate,Low,66,525036,Aggressive,3412,Quarterly,Stocks,495,2024-05-09,3248.23,Credit
496,51,Male,Married,71730,Medium,Bonds,Medium,63,1351971,Aggressive,3589,Quarterly,Bonds,496,2024-05-10,8234.93,Debit
497,41,Female,Divorced,106510,High,Stocks,Low,62,251603,Aggressive,778,Annually,Real Estate,497,2024-05-11,9077.89,Credit
498,68,Male,Married,70620,Medium,Bonds,Low,64,913964,Conservative,1509,Monthly,Bank Deposit,498,2024-05-12,9793.37,Credit
499,68,Female,Married,50391,High,Real Estate,High,56,1819311,Balanced,3654,Annually,Real Estate,499,2024-05-13,1883.83,Debit
500,53,Female,Married,121516,High,Stocks,High,60,1083758,Aggressive,2559,Annually,Stocks,500,2024-05-14,9950.37,Debit
501,35,Male,Married,126532,High,Bonds,Low,65,1201345,Balanced,3158,Monthly,Bank Deposit,501,2024-05-15,8496.24,Credit
502,60,Male,Single,95322,High,Bonds,Medium,55,1348799,Aggressive,1633,Annually,Real Estate,502,2024-05-16,2723.97,Debit
503,69,Male,Married,116703,Low,Mutual Funds,High,64,1090258,Aggressive,3897,Quarterly,Stocks,503,2024-05-17,3750.03,Debit
504,21,Female,Married,52482,High,Mutual Funds,Medium,61,1599760,Aggressive,2794,Quarterly,Stocks,504,2024-05-18,6372.41,Credit
505,28,Female,Single,118267,Low,Bonds,Low,64,778207,Aggressive,3516,Annually,Stocks,505,2024-05-19,5467.62,Debit
506,26,Male,Single,55687,Medium,Mutual Funds,Medium,56,1845044,Aggressive,1979,Monthly,Real Estate,506,2024-05-20,3215.11,Debit
507,49,Male,Divorced,111980,Low,Stocks,Medium,58,1246991,Conservative,515,Quarterly,Bonds,507,2024-05-21,6816.31,Credit
508,67,Male,Married,34844,Low,Mutual Funds,Medium,58,1374599,Aggressive,2798,Quarterly,Bonds,508,2024-05-22,1274.85,Debit
509,56,Male,Married,141150,Medium,Real Estate,Medium,69,639601,Balanced,4840,Monthly,Bank Deposit,509,2024-05-23,8599.18,Debit
510,60,Male,Single,138527,Medium,Mutual Funds,High,65,1069967,Aggressive,4832,Annually,Bonds,510,2024-05-24,5490.56,Credit
511,63,Male,Married,116311,High,Mutual Funds,Medium,61,1388326,Balanced,969,Annually,Bonds,511,2024-05-25,3833.96,Credit
512,69,Female,Divorced,101887,High,Real Estate,Low,64,1838854,Aggressive,2934,Monthly,Real Estate,512,2024-05-26,1055.51,Debit
513,24,Female,Single,51512,High,Real Estate,High,55,1553566,Balanced,3308,Annually,Real Estate,513,2024-05-27,6635.9,Debit
514,18,Male,Divorced,64583,Medium,Real Estate,Low,61,1279136,Balanced,4549,Quarterly,Bank Deposit,514,2024-05-28,1549.72,Debit
515,22,Male,Married,95744,High,Mutual Funds,High,63,592481,Aggressive,1885,Quarterly,Bank Deposit,515,2024-05-29,3028.96,Debit
516,40,Male,Divorced,54687,Low,Bonds,Medium,63,375541,Balanced,3939,Quarterly,Bonds,516,2024-05-30,4841.81,Credit
517,38,Male,Single,104772,Medium,Stocks,Medium,67,1323581,Aggressive,3176,Monthly,Bonds,517,2024-05-31,6136.35,Credit
518,63,Female,Divorced,76556,High,Bonds,Low,67,1946876,Conservative,1217,Quarterly,Bonds,518,2024-06-01,5352.3,Credit
519,50,Female,Single,123048,Medium,Mutual Funds,Medium,65,1142687,Aggressive,2923,Annually,Real Estate,519,2024-06-02,4220.45,Credit
520,69,Male,Married,77885,Low,Mutual Funds,Medium,61,250702,Conservative,1427,Quarterly,Bank Deposit,520,2024-06-03,2360.07,Debit
521,19,Male,Divorced,66700,Medium,Stocks,Low,56,995046,Conservative,3730,Annually,Real Estate,521,2024-06-04,6280.06,Credit
522,61,Male,Divorced,51078,High,Stocks,Medium,57,562802,Balanced,3364,Annually,Real Estate,522,2024-06-05,9234.6,Credit
523,67,Female,Single,138851,High,Real Estate,High,55,1127116,Conservative,1880,Quarterly,Bonds,523,2024-06-06,1781.53,Credit
524,49,Male,Married,99118,High,Bonds,Low,59,467608,Aggressive,4731,Monthly,Bonds,524,2024-06-07,1495.61,Debit
525,69,Male,Single,32268,High,Bonds,Low,65,1262512,Balanced,733,Quarterly,Real Estate,525,2024-06-08,365.8,Debit
526,64,Female,Single,49432,Low,Bonds,Medium,59,360408,Balanced,2908,Monthly,Bank Deposit,526,2024-06-09,4952.88,Debit
527,33,Male,Divorced,84004,High,Bonds,High,55,1525559,Aggressive,1321,Annually,Stocks,527,2024-06-10,3262.85,Credit
528,33,Female,Divorced,139534,Low,Real Estate,High,61,1747666,Conservative,944,Annually,Bank Deposit,528,2024-06-11,1054.31,Credit
529,30,Male,Single,127772,Medium,Stocks,High,68,468829,Conservative,3166,Annually,Bonds,529,2024-06-12,2517.1,Credit
530,52,Male,Married,81604,Medium,Real Estate,Low,61,1625877,Balanced,3538,Monthly,Stocks,530,2024-06-13,1874.75,Credit
531,54,Female,Divorced,44826,Low,Stocks,Low,69,1674531,Balanced,1841,Annually,Bank Deposit,531,2024-06-14,6049.22,Credit
532,49,Female,Divorced,144021,High,Bonds,High,60,556723,Balanced,1802,Quarterly,Stocks,532,2024-06-15,654.65,Credit
533,29,Female,Single,80544,High,Mutual Funds,Medium,64,1909219,Aggressive,4770,Annually,Real Estate,533,2024-06-16,1923.97,Credit
534,64,Male,Married,105957,Medium,Real Estate,Low,65,1449903,Conservative,1850,Quarterly,Bank Deposit,534,2024-06-17,6000.5,Debit
535,58,Male,Divorced,118856,Medium,Real Estate,Medium,56,1971839,Aggressive,2269,Quarterly,Bonds,535,2024-06-18,5038.21,Credit
536,34,Female,Single,142039,Medium,Real Estate,High,56,1204174,Balanced,1830,Quarterly,Bank Deposit,536,2024-06-19,2129.56,Credit
537,38,Female,Single,35188,Low,Stocks,High,62,1993696,Balanced,4347,Quarterly,Bank Deposit,537,2024-06-20,2645.54,Debit
538,62,Female,Divorced,121576,Low,Real Estate,Low,65,1358599,Aggressive,4231,Annually,Bank Deposit,538,2024-06-21,2414.26,Credit
539,21,Male,Single,99077,Medium,Mutual Funds,Medium,57,782192,Aggressive,4702,Quarterly,Bank Deposit,539,2024-06-22,1094.74,Credit
540,20,Male,Single,135490,Low,Stocks,Low,60,1108706,Aggressive,612,Quarterly,Stocks,540,2024-06-23,559.83,Debit
541,23,Male,Married,111784,Medium,Stocks,High,59,1433845,Aggressive,4802,Monthly,Bank Deposit,541,2024-06-24,2922.73,Credit
542,64,Female,Married,70376,High,Mutual Funds,High,62,1000596,Aggressive,1021,Annually,Bank Deposit,542,2024-06-25,1986.72,Credit
543,64,Male,Single,78914,High,Bonds,Low,64,1359397,Balanced,4665,Quarterly,Stocks,543,2024-06-26,7085.41,Debit
544,33,Male,Divorced,48349,Medium,Real Estate,Medium,58,1122034,Aggressive,2181,Quarterly,Stocks,544,2024-06-27,1675.65,Debit
545,47,Male,Single,88262,Low,Real Estate,High,56,1223966,Conservative,4183,Annually,Real Estate,545,2024-06-28,9099.43,Debit
546,39,Male,Divorced,46218,Medium,Stocks,Low,69,1072738,Aggressive,4983,Monthly,Bonds,546,2024-06-29,3264.05,Credit
547,20,Female,Married,87604,High,Mutual Funds,Medium,57,329832,Conservative,2763,Annually,Real Estate,547,2024-06-30,3766.12,Credit
548,29,Male,Divorced,98068,High,Stocks,High,65,442674,Aggressive,1224,Annually,Bank Deposit,548,2024-07-01,2119.93,Credit
549,29,Female,Married,40602,Low,Real Estate,High,55,1176608,Aggressive,2781,Annually,Stocks,549,2024-07-02,4923.63,Debit
550,35,Female,Divorced,94288,Low,Stocks,Low,62,749968,Conservative,3954,Quarterly,Stocks,550,2024-07-03,3153.67,Credit
551,47,Male,Single,74214,Low,Stocks,Low,62,488751,Balanced,4926,Quarterly,Real Estate,551,2024-07-04,8774.23,Credit
552,54,Male,Single,148834,Medium,Stocks,Medium,68,377021,Balanced,3150,Monthly,Bank Deposit,552,2024-07-05,5443.88,Debit
553,68,Male,Married,119244,Medium,Stocks,Medium,63,571559,Balanced,4030,Quarterly,Bank Deposit,553,2024-07-06,208.65,Credit
554,60,Female,Single,51634,Low,Real Estate,High,61,610121,Conservative,2316,Quarterly,Bank Deposit,554,2024-07-07,2367.79,Debit
555,39,Male,Single,63886,High,Stocks,Medium,57,181753,Aggressive,799,Quarterly,Bank Deposit,555,2024-07-08,2186.0,Debit
556,42,Male,Divorced,87729,Medium,Stocks,High,64,1672280,Aggressive,4782,Monthly,Bank Deposit,556,2024-07-09,3119.74,Credit
557,40,Female,Divorced,117346,Low,Real Estate,High,62,1474500,Balanced,606,Monthly,Bank Deposit,557,2024-07-10,9730.54,Debit
558,35,Female,Single,135460,Low,Bonds,Low,64,1454507,Balanced,3292,Quarterly,Stocks,558,2024-07-11,7114.84,Credit
559,22,Female,Married,122772,High,Real Estate,Medium,57,1314027,Conservative,3056,Annually,Bonds,559,2024-07-12,4809.95,Debit
560,32,Male,Single,100624,Medium,Bonds,Medium,66,1794673,Balanced,970,Monthly,Bank Deposit,560,2024-07-13,2839.62,Credit
561,67,Female,Married,148091,Low,Mutual Funds,Low,58,741291,Aggressive,3702,Annually,Stocks,561,2024-07-14,9516.99,Debit
562,63,Male,Married,119533,Medium,Stocks,Low,55,1009267,Aggressive,3698,Monthly,Bank Deposit,562,2024-07-15,2007.9,Credit
563,23,Female,Divorced,32994,Low,Real Estate,Low,57,1641887,Conservative,1688,Annually,Bank Deposit,563,2024-07-16,2811.04,Debit
564,39,Male,Married,59550,Low,Bonds,High,64,1043584,Aggressive,1744,Annually,Real Estate,564,2024-07-17,327.36,Debit
565,39,Female,Single,95631,High,Stocks,Medium,62,164416,Balanced,2416,Quarterly,Stocks,565,2024-07-18,1488.25,Debit
566,32,Male,Married,50135,High,Real Estate,Low,64,678125,Conservative,1476,Monthly,Stocks,566,2024-07-19,7113.14,Credit
567,40,Male,Divorced,61454,High,Real Estate,Medium,57,1172765,Balanced,2761,Annually,Bonds,567,2024-07-20,381.94,Credit
568,18,Female,Married,140796,Low,Mutual Funds,Medium,69,1807845,Conservative,522,Annually,Stocks,568,2024-07-21,4080.11,Debit
569,34,Female,Divorced,120114,Medium,Mutual Funds,Low,56,689581,Balanced,1633,Annually,Bonds,569,2024-07-22,5260.29,Credit
570,23,Female,Single,98187,Medium,Real Estate,Low,68,901326,Balanced,4409,Quarterly,Real Estate,570,2024-07-23,7154.83,Credit
571,66,Female,Divorced,88646,High,Mutual Funds,High,69,645705,Balanced,958,Monthly,Bank Deposit,571,2024-07-24,5623.44,Credit
572,36,Male,Divorced,44530,Low,Mutual Funds,High,55,1073640,Balanced,4123,Monthly,Bonds,572,2024-07-25,5986.0,Debit
573,64,Female,Divorced,84779,Low,Mutual Funds,High,65,1060439,Balanced,4388,Monthly,Bonds,573,2024-07-26,6517.7,Debit
574,68,Female,Married,124992,High,Stocks,Low,66,1555631,Aggressive,4929,Quarterly,Bank Deposit,574,2024-07-27,8891.34,Credit
575,56,Male,Married,49043,Medium,Real Estate,High,68,1839791,Aggressive,906,Quarterly,Bank Deposit,575,2024-07-28,3884.15,Credit
576,43,Male,Married,31645,High,Bonds,High,55,949710,Conservative,1053,Annually,Bank Deposit,576,2024-07-29,8631.89,Debit
577,27,Male,Single,34528,High,Stocks,High,62,1553247,Balanced,2790,Quarterly,Bonds,577,2024-07-30,9470.79,Credit
578,19,Male,Married,51271,Medium,Mutual Funds,Medium,65,1546077,Aggressive,4935,Quarterly,Stocks,578,2024-07-31,1842.5,Credit
579,32,Male,Single,144539,Low,Mutual Funds,High,62,1436235,Balanced,2389,Monthly,Bank Deposit,579,2024-08-01,5012.21,Debit
580,44,Male,Single,34698,Low,Bonds,Medium,68,702218,Conservative,1958,Monthly,Stocks,580,2024-08-02,401.96,Debit
581,19,Male,Married,64039,High,Stocks,Low,66,147816,Aggressive,3391,Annually,Bonds,581,2024-08-03,3602.36,Credit
582,19,Male,Single,79109,High,Mutual Funds,Low,68,283537,Conservative,4004,Annually,Real Estate,582,2024-08-04,9141.57,Credit
583,25,Male,Married,125849,Low,Stocks,Low,63,1193720,Aggressive,1975,Annually,Real Estate,583,2024-08-05,8612.29,Debit
584,57,Male,Married,56349,Medium,Stocks,Medium,69,1817976,Balanced,3168,Annually,Stocks,584,2024-08-06,877.65,Credit
585,33,Female,Married,34990,Low,Mutual Funds,Low,59,145802,Conservative,1522,Annually,Real Estate,585,2024-08-07,8681.49,Credit
586,40,Male,Married,101916,Medium,Bonds,High,62,1455439,Aggressive,4696,Monthly,Bank Deposit,586,2024-08-08,6081.31,Credit
587,18,Female,Married,107243,Low,Mutual Funds,Low,58,1901903,Aggressive,1131,Quarterly,Bonds,587,2024-08-09,600.02,Debit
588,62,Female,Divorced,77657,High,Stocks,Low,59,1697024,Aggressive,2530,Quarterly,Bonds,588,2024-08-10,2144.77,Credit
589,51,Male,Single,58206,Low,Real Estate,Medium,61,1788698,Balanced,2567,Monthly,Real Estate,589,2024-08-11,7883.77,Credit
590,40,Female,Single,100857,Medium,Stocks,High,66,1750778,Balanced,2906,Quarterly,Real Estate,590,2024-08-12,3296.17,Debit
591,52,Male,Single,65019,High,Mutual Funds,Medium,55,1706631,Conservative,2704,Annually,Real Estate,591,2024-08-13,9738.33,Debit
592,55,Female,Divorced,93628,Medium,Stocks,Medium,67,1569996,Conservative,3280,Annually,Bonds,592,2024-08-14,5250.84,Debit
593,38,Female,Married,46248,High,Mutual Funds,High,57,926732,Aggressive,3162,Monthly,Stocks,593,2024-08-15,2918.81,Debit
594,61,Female,Single,148353,High,Stocks,Medium,69,529724,Aggressive,1948,Quarterly,Bonds,594,2024-08-16,2527.05,Debit
595,54,Male,Divorced,63619,Medium,Bonds,Medium,58,928665,Balanced,1804,Quarterly,Stocks,595,2024-08-17,691.22,Credit
596,53,Female,Married,57625,Low,Stocks,Medium,59,1214692,Balanced,1586,Quarterly,Bank Deposit,596,2024-08-18,2942.99,Credit
597,49,Male,Single,128421,High,Mutual Funds,High,57,514318,Balanced,4491,Monthly,Real Estate,597,2024-08-19,8557.51,Debit
598,49,Male,Married,136144,Medium,Bonds,Medium,56,359065,Aggressive,4606,Annually,Stocks,598,2024-08-20,1934.04,Credit
599,42,Female,Single,66810,Medium,Mutual Funds,Low,64,1756756,Aggressive,4313,Monthly,Bank Deposit,599,2024-08-21,5636.16,Credit
600,42,Male,Divorced,106759,Low,Stocks,Low,67,1173332,Aggressive,4344,Quarterly,Bank Deposit,600,2024-08-22,5388.62,Credit
601,25,Male,Divorced,48078,High,Real Estate,Low,55,1257224,Balanced,2411,Monthly,Bank Deposit,601,2024-08-23,4466.31,Credit
602,57,Male,Single,149891,Medium,Mutual Funds,Medium,61,1585466,Aggressive,1221,Monthly,Bank Deposit,602,2024-08-24,4529.4,Credit
603,53,Female,Married,58577,Low,Mutual Funds,Medium,63,1283535,Conservative,2220,Quarterly,Stocks,603,2024-08-25,5718.5,Credit
